location,size,total_sqft,bath,price,bhk,price_per_sqft
"Dhaka Real Estate, Katashur, Mohammadpur, Dhaka",2 BHK,1017.0,2.0,51.25,2,5039.331366764995
"Sector 13, Uttara, Dhaka",2 BHK,1027.0,2.0,44.0,2,4284.323271665044
"Sector 5, Uttara, Dhaka",2 BHK,1069.0,2.0,45.0,2,4209.541627689429
"Block C, Bashundhara R-A, Dhaka",2 BHK,1349.0,2.0,98.2,2,7279.466271312083
"Sector 5, Uttara, Dhaka",2 BHK,1005.0,2.0,50.0,2,4975.124378109453
"Block C, Bashundhara R-A, Dhaka",2 BHK,1417.0,2.0,75.0,2,5292.87226534933
"Sector 12, Uttara, Dhaka",3 Bedroom,1475.0,3.0,98.0,3,6644.067796610169
"Block C, Section 2, Mirpur, Dhaka",2 BHK,950.0,2.0,47.0,2,4947.368421052632
"Dhanmondi, Dhaka",4 BHK,2000.0,4.0,120.0,4,6000.0
"Sector 13, Uttara, Dhaka",3 Bedroom,880.0,3.0,140.0,3,15909.09090909091
"Sector 5, Uttara, Dhaka",4 BHK,1863.0,3.0,104.0,4,5582.393988191089
"East Merul Badda, Merul Badda, Badda, Dhaka",2 BHK,1010.0,2.0,29.5,2,2920.792079207921
"Sector 5, Uttara, Dhaka",3 BHK,1425.0,2.0,70.0,3,4912.2807017543855
"Taltola, Agargaon, Dhaka",3 BHK,1450.0,3.0,100.0,3,6896.551724137931
"Gulshan 2, Gulshan, Dhaka",3 BHK,1847.0,3.0,105.0,3,5684.89442338928
"Block J, Bashundhara R-A, Dhaka",2 BHK,1100.0,2.0,45.0,2,4090.909090909091
"Sector 11, Uttara, Dhaka",1 BHK,525.0,1.0,26.0,1,4952.380952380952
"Block F, Bashundhara R-A, Dhaka",3 BHK,1665.0,3.0,95.0,3,5705.705705705705
"Gawair, Dakshin Khan, Dhaka",4 BHK,1664.0,4.0,65.0,4,3906.25
"Block D, Bashundhara R-A, Dhaka",3 BHK,1850.0,3.0,150.0,3,8108.108108108108
"Sector 5, Uttara, Dhaka",2 BHK,1438.0,2.0,100.0,2,6954.102920723227
"Mollika R/A, Section 7, Mirpur, Dhaka",3 BHK,1560.0,3.0,115.0,3,7371.794871794872
"Mollika R/A, Section 7, Mirpur, Dhaka",2 BHK,1350.0,2.0,55.55,2,4114.814814814815
"Mohammadpur, Dhaka",3 BHK,1550.0,3.0,67.0,3,4322.580645161291
"Eskaton, Dhaka",2 BHK,1140.0,2.0,46.5,2,4078.9473684210525
"Sector 12, Uttara, Dhaka",5 Bedroom,1200.0,5.0,180.0,5,15000.0
"West Shewrapara, Mirpur, Dhaka",2 BHK,850.0,2.0,27.0,2,3176.470588235294
"Banani, Dhaka",2 BHK,1280.0,2.0,75.0,2,5859.375
"Sector 14, Uttara, Dhaka",2 BHK,1170.0,2.0,52.0,2,4444.444444444444
"Sector 4, Uttara, Dhaka",2 BHK,1113.0,2.0,51.0,2,4582.210242587601
"Block G, Bashundhara R-A, Dhaka",2 BHK,1385.0,2.0,83.09,2,5999.27797833935
"Sector 3, Uttara, Dhaka",2 BHK,1128.0,2.0,65.0,2,5762.41134751773
"Block B, Bashundhara R-A, Dhaka",2 Bedroom,1200.0,2.0,128.0,2,10666.666666666666
"Block H, Bashundhara R-A, Dhaka",4 Bedroom,1200.0,4.0,165.0,4,13750.0
"Road No 4, Block G, Bashundhara R-A, Dhaka",3 BHK,2390.0,3.0,415.0,3,17364.016736401674
"Badda, Dhaka",4 Bedroom,2400.0,4.0,400.0,4,16666.666666666668
"Sector 3, Uttara, Dhaka",3 BHK,1464.0,3.0,56.0,3,3825.136612021858
"Gulbag, Malibagh, Dhaka",2 BHK,1200.0,2.0,55.0,2,4583.333333333333
"Jamtola, East Rampura, Rampura, Dhaka",2 BHK,1200.0,2.0,52.0,2,4333.333333333333
"Gulshan 1, Gulshan, Dhaka",3 BHK,1150.0,2.0,55.0,3,4782.608695652174
"Middle Monipur, Mirpur, Dhaka",3 BHK,1645.0,3.0,95.0,3,5775.075987841945
"Baridhara, Dhaka",2 BHK,1000.0,2.0,67.0,2,6700.0
"Banani, Dhaka",4 Bedroom,2650.0,4.0,198.0,4,7471.698113207547
"Sector 3, Uttara, Dhaka",2 BHK,1192.0,2.0,74.0,2,6208.053691275168
"Tejkunipara, Tejgaon, Dhaka",3 BHK,2135.0,3.0,215.0,3,10070.257611241217
"Gulshan 2, Gulshan, Dhaka",2 BHK,1173.0,2.0,58.0,2,4944.58653026428
"Sector 13, Uttara, Dhaka",2 BHK,1020.0,2.0,45.0,2,4411.764705882353
"Sector 12, Uttara, Dhaka",4 BHK,3122.0,6.0,230.0,4,7367.072389493914
"Baridhara, Dhaka",3 BHK,1600.0,3.0,64.0,3,4000.0
"Block C, Nobodoy Housing Society, Mohammadpur, Dhaka",2 Bedroom,1200.0,2.0,79.0,2,6583.333333333333
"South Monipur, Mirpur, Dhaka",2 BHK,1230.0,2.0,48.0,2,3902.439024390244
"West Shewrapara, Mirpur, Dhaka",2 BHK,1250.0,2.0,40.0,2,3200.0
"Block G, Bashundhara R-A, Dhaka",2 BHK,1325.0,2.0,76.0,2,5735.8490566037735
"Block G, Bashundhara R-A, Dhaka",3 BHK,1850.0,3.0,150.0,3,8108.108108108108
"Block K, Bashundhara R-A, Dhaka",2 BHK,1200.0,2.0,65.0,2,5416.666666666667
"Sector 9, Uttara, Dhaka",3 Bedroom,1350.0,2.0,140.0,3,10370.37037037037
"Block D, Bashundhara R-A, Dhaka",3 BHK,1260.0,3.0,49.36,3,3917.4603174603176
"Block D, Bashundhara R-A, Dhaka",3 BHK,1800.0,3.0,150.0,3,8333.333333333334
"Monipuripara, Tejgaon, Dhaka",3 Bedroom,11.0,3.0,74.0,3,672727.2727272727
"Gulbag, Malibagh, Dhaka",2 BHK,1100.0,2.0,43.25,2,3931.818181818182
"Road No 5, Sector 10, Uttara, Dhaka",2 BHK,1508.0,2.0,77.0,2,5106.100795755968
"Sector 10, Uttara, Dhaka",3 BHK,1592.0,3.0,75.0,3,4711.05527638191
"Baridhara, Dhaka",2 BHK,1388.0,2.0,57.0,2,4106.628242074928
"Block I, Bashundhara R-A, Dhaka",1 BHK,630.0,1.0,28.35,1,4500.0
"Sector 10, Uttara, Dhaka",3 Bedroom,2000.0,3.0,365.0,3,18250.0
"Pallabi Extension, Pallabi, Mirpur, Dhaka",3 BHK,1762.0,3.0,125.0,3,7094.211123723042
"Shantibag, Malibagh, Dhaka",2 BHK,950.0,2.0,50.0,2,5263.1578947368425
"Block C, Bashundhara R-A, Dhaka",4 BHK,3252.0,5.0,335.0,4,10301.353013530135
"Block A, Bashundhara R-A, Dhaka",2 BHK,1116.0,2.0,50.0,2,4480.286738351255
"Modhubag, Boro Maghbazar, Maghbazar, Dhaka",2 BHK,1308.0,2.0,89.04,2,6807.339449541284
"Sector 13, Uttara, Dhaka",3 BHK,1200.0,3.0,90.0,3,7500.0
"Block L, Bashundhara R-A, Dhaka",4 Bedroom,1500.0,4.0,230.0,4,15333.333333333334
"Sector 4, Uttara, Dhaka",1 BHK,500.0,1.0,18.5,1,3700.0
"Baridhara, Dhaka",2 BHK,1075.0,2.0,52.0,2,4837.209302325581
"Banani, Dhaka",1 BHK,530.0,1.0,11.66,1,2200.0
"Dhanmondi, Dhaka",2 BHK,1205.0,2.0,66.0,2,5477.178423236514
"Sector 3, Uttara, Dhaka",2 BHK,1075.0,2.0,60.0,2,5581.395348837209
"Block H, Bashundhara R-A, Dhaka",2 BHK,930.0,2.0,39.0,2,4193.548387096775
"Block B, Bashundhara R-A, Dhaka",2 BHK,1380.0,2.0,60.0,2,4347.826086956522
"South Pirerbag, Pirerbag, Mirpur, Dhaka",4 BHK,2483.0,5.0,212.0,4,8538.058799838904
"Dhanmondi, Dhaka",2 BHK,1166.0,2.0,55.0,2,4716.981132075472
"Sector 11, Uttara, Dhaka",2 BHK,1050.0,2.0,65.0,2,6190.476190476191
"Road No 5, Sector 10, Uttara, Dhaka",3 BHK,2023.71,3.0,275.0,3,13588.903548433324
"Banani, Dhaka",2 BHK,1200.0,2.0,46.8,2,3900.0
"Banani, Dhaka",3 BHK,1600.0,2.0,108.0,3,6750.0
"Banani, Dhaka",3 BHK,1935.0,3.0,110.0,3,5684.754521963824
"Block J, Baridhara, Dhaka",1 BHK,451.0,1.0,29.9,1,6629.711751662971
"Banani, Dhaka",3 BHK,1800.0,3.0,95.0,3,5277.777777777777
"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",3 BHK,1400.0,3.0,77.0,3,5500.0
"Nikunja 2, Nikunja, Dhaka",3 BHK,1801.0,3.0,115.0,3,6385.341476957246
"Block D, Section 12, Mirpur, Dhaka",2 BHK,1451.0,2.0,90.0,2,6202.618883528601
"Sector 4, Uttara, Dhaka",2 Bedroom,1200.0,1.0,36.0,2,3000.0
"South Pirerbag, Pirerbag, Mirpur, Dhaka",2 BHK,1160.0,2.0,44.0,2,3793.103448275862
"Block A, Niketan, Dhaka",2 BHK,1000.0,2.0,25.0,2,2500.0
"Block I, Bashundhara R-A, Dhaka",2 BHK,950.0,2.0,40.0,2,4210.526315789473
"Malibagh, Dhaka",3 BHK,1629.0,3.0,79.0,3,4849.600982197668
"Block A, Bashundhara R-A, Dhaka",3 BHK,1580.0,2.0,134.0,3,8481.012658227848
"Cantonment, Dhaka",3 BHK,1826.0,3.0,121.0,3,6626.506024096386
"Sector 10, Uttara, Dhaka",2 BHK,1245.0,2.0,94.0,2,7550.2008032128515
"Block D, Bashundhara R-A, Dhaka",2 BHK,1145.0,2.0,45.79,2,3999.126637554585
"Sector 10, Uttara, Dhaka",2 BHK,825.0,2.0,33.0,2,4000.0
"Block C, Bashundhara R-A, Dhaka",3 BHK,1693.0,3.0,108.0,3,6379.208505611341
"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",2 BHK,1113.27,2.0,53.0,2,4760.74986301616
"Block H, Banasree, Dhaka",2 BHK,1460.0,2.0,58.0,2,3972.6027397260273
"Niketan, Dhaka",2 BHK,1050.0,2.0,32.0,2,3047.6190476190477
"Sector 10, Uttara, Dhaka",2 BHK,1260.0,2.0,55.0,2,4365.079365079365
"Sector 12, Uttara, Dhaka",6 BHK,700.0,3.0,120.0,6,17142.85714285714
"Block C, Bashundhara R-A, Dhaka",2 BHK,1656.0,2.0,120.0,2,7246.376811594203
"Shahbagh, Dhaka",3 BHK,1208.0,3.0,45.0,3,3725.1655629139073
"Dhanmondi, Dhaka",3 BHK,1910.0,3.0,161.0,3,8429.319371727748
"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",4 BHK,3252.0,4.0,230.0,4,7072.570725707257
"PC Culture Housing, Mohammadpur, Dhaka",2 Bedroom,1200.0,2.0,65.0,2,5416.666666666667
"Sector 11, Uttara, Dhaka",4 BHK,1200.0,4.0,175.0,4,14583.333333333334
"Sector 11, Uttara, Dhaka",2 BHK,1175.0,2.0,82.0,2,6978.723404255319
"Sector 11, Uttara, Dhaka",2 Bedroom,1000.0,2.0,165.0,2,16500.0
"Block D, Bashundhara R-A, Dhaka",4 Bedroom,1200.0,2.0,125.0,4,10416.666666666666
"Baridhara DOHS, Dhaka",3 BHK,2390.0,3.0,410.0,3,17154.81171548117
"Sector 11, Uttara, Dhaka",7 BHK,12000.0,6.0,2200.0,7,18333.333333333332
"Sector 11, Uttara, Dhaka",2 Bedroom,550.0,1.0,62.0,2,11272.727272727272
"Sector 4, Uttara, Dhaka",2 BHK,1185.0,2.0,38.0,2,3206.7510548523205
"Nikunja 2, Nikunja, Dhaka",2 BHK,750.0,2.0,38.0,2,5066.666666666667
"Baitul Aman Housing Society, Adabor, Dhaka",6 Bedroom,1200.0,7.0,250.0,6,20833.333333333332
"Block E, Banasree, Dhaka",3 BHK,1550.0,3.0,64.5,3,4161.290322580645
"Baridhara, Dhaka",3 BHK,1760.0,3.0,88.0,3,5000.0
"Gulshan 2, Gulshan, Dhaka",2 BHK,1125.0,2.0,62.0,2,5511.111111111111
"Uttar Badda, Badda, Dhaka",3 Bedroom,1350.0,3.0,150.0,3,11111.111111111111
"Sector 4, Uttara, Dhaka",2 Bedroom,1000.0,2.0,55.0,2,5500.0
"Khilkhet, Dhaka",2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
"Baridhara, Dhaka",2 Bedroom,1200.0,2.0,60.0,2,5000.0
"Block D, Bashundhara R-A, Dhaka",3 BHK,1991.0,4.0,103.0,3,5173.279758915118
"Pirerbag, Mirpur, Dhaka",2 BHK,1060.0,2.0,26.5,2,2500.0
"Block B, Bashundhara R-A, Dhaka",2 BHK,1105.0,2.0,75.0,2,6787.330316742082
"Baridhara DOHS, Dhaka",2 BHK,985.0,2.0,67.0,2,6802.030456852792
"Block C, Bashundhara R-A, Dhaka",6 Bedroom,1533.0,5.0,85.0,6,5544.683626875408
"Mohammadi Housing LTD., Mohammadpur, Dhaka",3 BHK,1590.0,3.0,79.0,3,4968.553459119496
"Uttar Badda, Badda, Dhaka",2 BHK,1120.0,2.0,55.0,2,4910.714285714285
"Block F, Bashundhara R-A, Dhaka",2 BHK,1069.0,2.0,55.0,2,5144.9953227315245
"Gulshan 1, Gulshan, Dhaka",3 BHK,1933.0,3.0,140.0,3,7242.628039317124
"Malibagh, Dhaka",2 BHK,1194.0,2.0,69.0,2,5778.894472361809
"Baitul Aman Housing Society, Adabor, Dhaka",2 BHK,1150.0,2.0,69.0,2,6000.0
"Cantonment, Dhaka",2 BHK,1240.0,2.0,47.12,2,3800.0
"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",2 BHK,1419.0,2.0,48.1,2,3389.7110641296686
"Banani, Dhaka",8 Bedroom,1200.0,8.0,250.0,8,20833.333333333332
"Baitul Aman Housing Society, Adabor, Dhaka",3 BHK,2150.0,4.0,240.0,3,11162.790697674418
"Uttara, Dhaka",3 BHK,1450.0,3.0,55.0,3,3793.103448275862
"Block A, Chad Uddan Housing, Mohammadpur, Dhaka",3 BHK,1630.0,3.0,68.29,3,4189.57055214724
"Block G, Bashundhara R-A, Dhaka",2 BHK,708.0,1.0,40.0,2,5649.717514124294
"Block H, Banasree, Dhaka",3 Bedroom,1000.0,4.0,110.0,3,11000.0
"Gulshan 2, Gulshan, Dhaka",4 Bedroom,11890.0,4.0,700.0,4,5887.300252312868
"Dhanmondi, Dhaka",2 BHK,1250.0,2.0,76.0,2,6080.0
"Monipuripara, Tejgaon, Dhaka",3 BHK,1400.0,2.0,95.0,3,6785.714285714285
"Block C, Bashundhara R-A, Dhaka",3 BHK,1670.0,2.0,57.0,3,3413.1736526946106
"Tejgaon, Dhaka",3 BHK,1750.0,3.0,100.0,3,5714.285714285715
"Uttara, Dhaka",2 BHK,1404.0,2.0,71.0,2,5056.980056980057
"Block G, Bashundhara R-A, Dhaka",3 BHK,1715.0,2.0,95.0,3,5539.35860058309
"Gulshan 2, Gulshan, Dhaka",1 BHK,630.0,1.0,34.65,1,5500.0
"Baitul Aman Housing Society, Adabor, Dhaka",3 BHK,1752.12,3.0,135.0,3,7704.951715635916
"Baitul Aman Housing Society, Adabor, Dhaka",3 BHK,1650.0,3.0,78.0,3,4727.272727272727
"Mirpur, Dhaka",2 BHK,1295.0,2.0,55.47,2,4283.397683397683
"Mirpur, Dhaka",3 Bedroom,1800.0,3.0,252.0,3,14000.0
"Baitul Aman Housing Society, Adabor, Dhaka",2 BHK,1346.0,2.0,74.03,2,5500.0
"Block C, Bashundhara R-A, Dhaka",4 Bedroom,1200.0,4.0,200.0,4,16666.666666666668
"East Goran, Goran, Khilgaon, Dhaka",2 BHK,1150.0,2.0,55.0,2,4782.608695652174
"Khilgaon, Dhaka",4 Bedroom,3309.0,4.0,325.0,4,9821.698398307646
"Mohammadpur, Dhaka",3 BHK,1190.0,2.0,30.35,3,2550.4201680672268
"Sector 3, Uttara, Dhaka",3 BHK,1620.0,3.0,98.0,3,6049.382716049383
"Mohammadpur, Dhaka",2 BHK,950.0,2.0,46.96,2,4943.1578947368425
"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",11 BHK,5000.0,9.0,360.0,11,7200.0
"Mirpur, Dhaka",3 BHK,2450.0,3.0,120.0,3,4897.959183673469
"Baridhara, Dhaka",3 BHK,1220.0,2.0,35.23,3,2887.7049180327863
"Block B, Aftab Nagar, Dhaka",2 BHK,850.0,2.0,30.0,2,3529.4117647058824
"Sector 11, Uttara, Dhaka",2 BHK,1020.0,2.0,63.0,2,6176.470588235294
"Baitul Aman Housing Society, Adabor, Dhaka",2 BHK,1100.0,2.0,50.0,2,4545.454545454545
"Block H, Bashundhara R-A, Dhaka",2 BHK,1150.0,2.0,126.0,2,10956.521739130434
"Section 12, Mirpur, Dhaka",3 BHK,1760.0,2.0,130.0,3,7386.363636363636
"Lalmatia, Dhaka",3 BHK,1800.0,3.0,110.0,3,6111.111111111111
"Block H, Bashundhara R-A, Dhaka",2 BHK,1070.0,2.0,54.0,2,5046.728971962617
"Gulshan 2, Gulshan, Dhaka",4 Bedroom,1500.0,4.0,220.0,4,14666.666666666666
"Mohammadi Housing LTD., Mohammadpur, Dhaka",2 Bedroom,1440.0,2.0,95.0,2,6597.222222222223
"Baitul Aman Housing Society, Adabor, Dhaka",2 BHK,900.0,2.0,40.0,2,4444.444444444444
"Block D, Bashundhara R-A, Dhaka",4 BHK,1200.0,4.0,230.0,4,19166.666666666668
"Sector 10, Uttara, Dhaka",2 BHK,1130.0,2.0,42.16,2,3730.973451327434
"Block C, Bashundhara R-A, Dhaka",2 BHK,1320.0,2.0,165.0,2,12500.0
"South Monipur, Mirpur, Dhaka",2 BHK,1270.0,2.0,98.0,2,7716.535433070866
"Block G, Bashundhara R-A, Dhaka",2 BHK,1200.0,2.0,62.0,2,5166.666666666667
"Block F, Bashundhara R-A, Dhaka",4 BHK,4800.0,4.0,235.0,4,4895.833333333333
"Baitul Aman Housing Society, Adabor, Dhaka",2 BHK,1200.0,2.0,74.0,2,6166.666666666667
"Mohammadpur, Dhaka",2 BHK,929.0,2.0,50.17,2,5400.4305705059205
"Malibagh, Dhaka",4 BHK,1150.0,4.0,260.0,4,22608.695652173912
"Baridhara, Dhaka",4 Bedroom,1125.0,4.0,180.0,4,16000.0
"Mohammadia Housing Society, Mohammadpur, Dhaka",5 Bedroom,500.0,3.0,65.0,5,13000.0
"Block H, Bashundhara R-A, Dhaka",5 Bedroom,1200.0,5.0,190.0,5,15833.333333333334
"Sector 6, Uttara, Dhaka",3 BHK,1464.0,3.0,56.0,3,3825.136612021858
"Block K, Baridhara, Dhaka",4 BHK,3600.0,4.0,400.0,4,11111.111111111111
"Gulshan 2, Gulshan, Dhaka",4 Bedroom,2000.0,4.0,99.0,4,4950.0
"Baridhara, Dhaka",2 BHK,1208.0,2.0,49.0,2,4056.291390728477
"Banani, Dhaka",2 BHK,1130.0,2.0,60.0,2,5309.734513274337
"Sector 9, Uttara, Dhaka",3 BHK,1753.0,3.0,120.0,3,6845.407872219053
"Gulshan 1, Gulshan, Dhaka",5 BHK,4500.0,7.0,337.0,5,7488.888888888889
"Sector 3, Uttara, Dhaka",3 Bedroom,600.0,3.0,58.0,3,9666.666666666666
"Sector 1, Uttara, Dhaka",2 BHK,1196.0,2.0,94.42,2,7894.648829431439
"Section 10, Mirpur, Dhaka",2 BHK,1150.0,3.0,52.5,2,4565.217391304348
"Sector 14, Uttara, Dhaka",2 BHK,1128.0,2.0,63.0,2,5585.106382978724
"Gulshan 1, Gulshan, Dhaka",2 BHK,1000.0,2.0,53.0,2,5300.0
"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",2 BHK,1035.0,2.0,45.0,2,4347.826086956522
"Dhanmondi, Dhaka",2 BHK,950.0,2.0,32.0,2,3368.4210526315787
"Banani, Dhaka",3 BHK,1075.0,2.0,36.0,3,3348.8372093023254
"Sector 3, Uttara, Dhaka",2 BHK,1040.0,2.0,48.5,2,4663.461538461538
"PC Culture Housing, Mohammadpur, Dhaka",2 Bedroom,720.0,2.0,45.0,2,6250.0
"Mirpur, Dhaka",3 BHK,1511.0,3.0,95.0,3,6287.22700198544
"Gulshan 2, Gulshan, Dhaka",3 BHK,1300.0,3.0,58.0,3,4461.538461538462
"Block B, Aftab Nagar, Dhaka",3 BHK,1545.0,3.0,68.75,3,4449.838187702266
"Naya Paltan, Motijheel, Dhaka",1 BHK,375.0,2.0,26.0,1,6933.333333333333
"Sector 13, Uttara, Dhaka",2 BHK,1062.0,2.0,38.0,2,3578.154425612053
"Gulshan 2, Gulshan, Dhaka",2 BHK,1115.0,2.0,40.0,2,3587.4439461883408
"Sector 7, Uttara, Dhaka",2 BHK,1000.0,2.0,35.0,2,3500.0
"Tikatuli, Sutrapur, Dhaka",2 BHK,883.0,2.0,45.0,2,5096.262740656852
"Shantinagar, Dhaka",2 BHK,1195.0,2.0,70.0,2,5857.740585774059
"Shegunbagicha, Dhaka",4 Bedroom,1200.0,3.0,165.0,4,13750.0
"Block D, Bashundhara R-A, Dhaka",1 Bedroom,700.0,1.0,41.0,1,5857.142857142857
"Sector 13, Uttara, Dhaka",2 BHK,1246.0,2.0,67.0,2,5377.2070626003215
"Block C, Section 2, Mirpur, Dhaka",4 Bedroom,660.0,4.0,90.0,4,13636.363636363636
"Khilgaon, Dhaka",4 Bedroom,8500.0,4.0,145.0,4,1705.8823529411766
"Mohakhali DOHS, Dhaka",4 BHK,1600.0,4.0,80.0,4,5000.0
"Sector 4, Uttara, Dhaka",4 BHK,2805.0,5.0,154.0,4,5490.196078431372
"Motijheel, Dhaka",3 BHK,1584.0,3.0,65.0,3,4103.535353535353
"Gulshan 1, Gulshan, Dhaka",4 Bedroom,3000.0,5.0,275.0,4,9166.666666666666
"Gulshan 1, Gulshan, Dhaka",3 BHK,1175.0,2.0,48.0,3,4085.1063829787236
"Mohakhali DOHS, Dhaka",3 BHK,1595.0,3.0,115.0,3,7210.031347962383
"Block H, Bashundhara R-A, Dhaka",2 BHK,1353.0,2.0,110.0,2,8130.081300813008
"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",3 BHK,1599.0,3.0,125.0,3,7817.385866166354
"Block D, Bashundhara R-A, Dhaka",2 BHK,1150.0,2.0,70.0,2,6086.95652173913
"Sector 9, Uttara, Dhaka",4 BHK,5230.0,6.0,465.0,4,8891.013384321224
"Bashundhara R-A, Dhaka",2 BHK,1155.0,2.0,42.74,2,3700.4329004329006
"Block C, Bashundhara R-A, Dhaka",1 BHK,1200.0,2.0,85.0,1,7083.333333333333
"Sector 10, Uttara, Dhaka",2 BHK,1000.0,2.0,25.0,2,2500.0
"Sector 11, Uttara, Dhaka",4 BHK,3000.0,4.0,120.0,4,4000.0
"West Shewrapara, Mirpur, Dhaka",3 BHK,1867.0,3.0,160.0,3,8569.89823245849
"Mohakhali DOHS, Dhaka",2 BHK,1251.0,2.0,47.0,2,3756.994404476419
"Sector 10, Uttara, Dhaka",2 BHK,1028.0,2.0,45.5,2,4426.070038910506
"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",2 BHK,1222.0,2.0,45.0,2,3682.4877250409168
"Gulshan 2, Gulshan, Dhaka",3 BHK,1170.0,2.0,66.0,3,5641.025641025641
"Bashundhara R-A, Dhaka",3 BHK,2400.0,4.0,245.0,3,10208.333333333334
"Sector 6, Uttara, Dhaka",3 BHK,1385.0,2.0,48.48,3,3500.361010830325
"Uttar Badda, Badda, Dhaka",2 BHK,1372.0,2.0,68.0,2,4956.268221574344
"Dhanmondi, Dhaka",3 BHK,1282.0,2.0,49.0,3,3822.1528861154447
"Block B, Banasree, Dhaka",9 BHK,5000.0,9.0,210.0,9,4200.0
"Block B, Banasree, Dhaka",5 Bedroom,3000.0,3.0,528.0,5,17600.0
"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",2 BHK,1135.0,2.0,39.73,2,3500.440528634361
"Gulshan 1, Gulshan, Dhaka",3 BHK,1768.0,3.0,101.0,3,5712.669683257918
"Uttara, Dhaka",3 BHK,1325.0,2.0,90.0,3,6792.452830188679
"Block C, Bashundhara R-A, Dhaka",3 BHK,1599.0,3.0,99.0,3,6191.369606003753
"Goran, Khilgaon, Dhaka",3 Bedroom,1500.0,3.0,61.95,3,4130.0
"Mohammadpur, Dhaka",3 Bedroom,2610.0,3.0,499.0,3,19118.773946360154
"Taltola, Khilgaon, Dhaka",2 BHK,1286.0,2.0,63.0,2,4898.9113530326595
"East Shewrapara, Mirpur, Dhaka",5 BHK,2845.0,5.0,140.0,5,4920.91388400703
"Block D, Mohanagar Housing, West Rampura, Rampura, Dhaka",3 BHK,1600.0,2.0,50.0,3,3125.0
"Block F, Section 11, Mirpur, Dhaka",2 BHK,1317.5,2.0,63.77,2,4840.2277039848195
"Block G, Bashundhara R-A, Dhaka",3 BHK,3450.0,5.0,260.0,3,7536.231884057971
"PC Culture Housing, Mohammadpur, Dhaka",2 BHK,1102.0,2.0,53.67,2,4870.235934664247
"Block G, Bashundhara R-A, Dhaka",2 BHK,1350.0,2.0,54.0,2,4000.0
"Sector 3, Uttara, Dhaka",3 BHK,1200.0,2.0,42.0,3,3500.0
"Banani, Dhaka",6 Bedroom,1300.0,6.0,145.0,6,11153.846153846154
"West Shewrapara, Mirpur, Dhaka",2 Bedroom,1800.0,1.0,80.0,2,4444.444444444444
"Gulshan 2, Gulshan, Dhaka",2 BHK,950.0,2.0,40.0,2,4210.526315789473
"Baridhara, Dhaka",1 BHK,525.0,1.0,27.25,1,5190.476190476191
"Sector 14, Uttara, Dhaka",2 BHK,656.0,2.0,25.0,2,3810.9756097560976
"Sector 14, Uttara, Dhaka",4 Bedroom,1780.0,4.0,175.0,4,9831.460674157302
"Sector 14, Uttara, Dhaka",2 BHK,1056.0,2.0,80.0,2,7575.757575757576
"Gulshan 1, Gulshan, Dhaka",1 BHK,595.0,1.0,33.32,1,5600.0
"Sector 11, Uttara, Dhaka",2 BHK,1080.0,2.0,50.0,2,4629.62962962963
"Sector 3, Uttara, Dhaka",3 BHK,2225.0,3.0,160.0,3,7191.011235955056
"East Goran, Goran, Khilgaon, Dhaka",2 BHK,1126.0,2.0,28.15,2,2500.0
"Sector 11, Uttara, Dhaka",3 BHK,1490.0,3.0,84.0,3,5637.583892617449
"Baitul Aman Housing Society, Adabor, Dhaka",4 Bedroom,2000.0,4.0,300.0,4,15000.0
"Baitul Aman Housing Society, Adabor, Dhaka",3 BHK,1550.0,3.0,100.0,3,6451.612903225807
"Block D, Bashundhara R-A, Dhaka",3 BHK,1600.0,3.0,86.0,3,5375.0
"Rajabazar, Tejgaon, Dhaka",2 BHK,1160.0,2.0,55.0,2,4741.379310344828
"Block F, Bashundhara R-A, Dhaka",4 Bedroom,4144.0,4.0,315.0,4,7601.351351351352
"Kathalbagan, Dhaka",3 BHK,2100.0,3.0,125.0,3,5952.380952380952
"Sector 13, Uttara, Dhaka",2 BHK,1404.0,2.0,69.3,2,4935.897435897436
"Shantibag, Malibagh, Dhaka",4 Bedroom,2230.0,4.0,225.0,4,10089.686098654709
"Rajabazar, Tejgaon, Dhaka",3 BHK,1544.0,3.0,120.0,3,7772.020725388601
"Block A, Bashundhara R-A, Dhaka",3 BHK,1305.0,2.0,58.7,3,4498.08429118774
"Sector 3, Uttara, Dhaka",2 BHK,1230.0,2.0,80.0,2,6504.065040650406
"Block C, Bashundhara R-A, Dhaka",2 Bedroom,1200.0,2.0,65.0,2,5416.666666666667
"Merul Badda, Badda, Dhaka",3 BHK,1460.0,3.0,73.0,3,5000.0
"Block B, Bashundhara R-A, Dhaka",2 BHK,967.0,2.0,45.0,2,4653.567735263702
"Sector 3, Uttara, Dhaka",1 Bedroom,540.0,1.0,36.0,1,6666.666666666667
"Sector 4, Uttara, Dhaka",1 BHK,715.0,1.0,46.0,1,6433.566433566433
